,reviews_url,latitud,longitude,n_reviews
162,https://www.tripadvisor.com.ar/Attraction_Review-g60403-d255218-Reviews-Rick_Wilcox_Magic_Theater-Wisconsin_Dells_Wisconsin.html,43.609692,-89.790565,1566
163,https://www.tripadvisor.com.ar/Attraction_Review-g60097-d258473-Reviews-Milwaukee_Art_Museum-Milwaukee_Wisconsin.html,43.039268,-87.897476,2796
164,https://www.tripadvisor.com.ar/Attraction_Review-g60097-d1095429-Reviews-Harley_Davidson_Museum-Milwaukee_Wisconsin.html,43.031551,-87.916489,3148
165,https://www.tripadvisor.com.ar/Attraction_Review-g60403-d107777-Reviews-Noah_s_Ark_Water_Park-Wisconsin_Dells_Wisconsin.html,43.604595,-89.791618,2920
166,https://www.tripadvisor.com.ar/Attraction_Review-g60097-d270329-Reviews-American_Family_Field-Milwaukee_Wisconsin.html,43.028851,-87.972488,3106
167,https://www.tripadvisor.com.ar/Attraction_Review-g60859-d109921-Reviews-Olbrich_Botanical_Gardens-Madison_Wisconsin.html,43.092495,-89.335503,1698
168,https://www.tripadvisor.com.ar/Attraction_Review-g60859-d280436-Reviews-Wisconsin_State_Capitol-Madison_Wisconsin.html,43.073799,-89.382401,2070
169,https://www.tripadvisor.com.ar/Attraction_Review-g59881-d104252-Reviews-Peninsula_State_Park-Fish_Creek_Wisconsin.html,45.127689,-87.236504,1779
170,https://www.tripadvisor.com.ar/Attraction_Review-g60314-d207068-Reviews-Cave_Point_County_Park-Sturgeon_Bay_Wisconsin.html,44.930809,-87.174088,1262
171,https://www.tripadvisor.com.ar/Attraction_Review-g60097-d272129-Reviews-Pabst_Mansion-Milwaukee_Wisconsin.html,43.03912,-87.938087,1097
