,nationality,acommodation,stay,company,review,hotel_id,is_american,date,sentiment
1321,Estados Unidos,Habitación con cama extragrande.,1,En pareja,,12695.0,1,2022-11-14,
1322,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,2,Persona que viaja sola,,12695.0,1,2022-11-14,
1323,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,2,Persona que viaja sola,,12695.0,1,2022-11-14,
1324,Estados Unidos,Habitación con cama extragrande.,1,En familia,,12695.0,1,2022-11-14,
1325,Estados Unidos,Habitación con 2 camas grandes,1,En grupo,,12695.0,1,2022-11-14,
1326,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,2,En familia,,12695.0,1,2022-11-14,
1327,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,,12695.0,1,2022-11-13,
1328,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,,12695.0,1,2022-11-13,
1329,Estados Unidos,Habitación con 2 camas grandes,3,En familia,,12695.0,1,2022-11-12,
1330,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,1,Persona que viaja sola,,12695.0,1,2022-11-12,
1331,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,1,En familia,,12695.0,1,2022-11-12,
1332,Estados Unidos,Habitación con cama extragrande.,1,En pareja,,12695.0,1,2022-11-10,
1333,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En familia,,12695.0,1,2022-11-08,
1334,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,,12695.0,1,2022-11-08,
1335,Canadá,Habitación con bañera adaptada para personas con discapacidad - 2 camas grandes,2,En pareja,,12695.0,0,2022-11-08,
1336,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,,12695.0,1,2022-11-07,
1337,Estados Unidos,Habitación con cama extragrande.,1,Persona que viaja sola,,12695.0,1,2022-11-06,
1338,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,1,Persona que viaja sola,,12695.0,1,2022-11-03,
1339,Singapur,Habitación con vistas a la bahía - 1 cama extragrande,1,Persona que viaja sola,,12695.0,0,2022-11-03,
1340,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2,En grupo,,12695.0,1,2022-11-02,
1341,Estados Unidos,Habitación con cama extragrande.,1,En pareja,,12695.0,1,2022-10-31,
1342,Estados Unidos,Habitación con 2 camas grandes,2,En pareja,,12695.0,1,2022-10-31,
1343,Estados Unidos,Habitación con bañera adaptada para personas con discapacidad - 2 camas grandes,3,En pareja,,12695.0,1,2022-10-31,
1344,Estados Unidos,Habitación con cama extragrande.,1,En pareja,,12695.0,1,2022-10-31,
1345,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,,12695.0,1,2022-10-30,
1346,Canadá,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,5,En pareja,,12695.0,0,2022-10-29,
1347,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,,12695.0,1,2022-10-29,
1348,Estados Unidos,Habitación con bañera adaptada para personas con discapacidad - 2 camas grandes,2,Persona que viaja sola,,12695.0,1,2022-10-28,
1349,India,Habitación Doble con 2 camas dobles y vistas a la bahía,6,En familia,,12695.0,0,2022-10-28,
1350,Estados Unidos,Habitación con ducha adaptada para personas con discapacidad - 2 camas grandes,2,En familia,,12695.0,1,2022-10-25,
1351,Estados Unidos,Habitación con ducha adaptada para personas con discapacidad - 2 camas grandes,1,En familia,,12695.0,1,2022-10-20,
1352,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,,12695.0,1,2022-10-17,
1353,Estados Unidos,Habitación con 2 camas grandes,3,En pareja,,12695.0,1,2022-10-17,
1354,Estados Unidos,Habitación con balcón y vistas a la ciudad - 2 camas grandes,1,En pareja,,12695.0,1,2022-10-16,
1355,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,,12695.0,1,2022-10-16,
1356,Reino Unido,Habitación con cama extragrande.,3,En pareja,,12695.0,0,2022-10-13,
1357,Estados Unidos,Habitación con cama extragrande.,1,En pareja,,12695.0,1,2022-10-10,
1358,Estados Unidos,Habitación con cama extragrande.,2,En pareja,,12695.0,1,2022-10-08,
1359,Estados Unidos,Habitación con cama extragrande.,1,Persona que viaja sola,,12695.0,1,2022-10-07,
1360,Turquía,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,3,Persona que viaja sola,,12695.0,0,2022-10-06,
1361,Estados Unidos,Habitación con 2 camas grandes,4,En familia,,12695.0,1,2022-10-05,
1362,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,3,En pareja,,12695.0,1,2022-10-04,
1363,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En familia,,12695.0,1,2022-10-03,
1364,Tailandia,Habitación con bañera adaptada para personas con discapacidad - 2 camas grandes,2,En grupo,,12695.0,0,2022-10-03,
1365,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,,12695.0,1,2022-10-02,
1366,Reino Unido,Habitación con bañera adaptada para personas con discapacidad - 2 camas grandes,1,En grupo,,12695.0,0,2022-10-02,
1367,Estados Unidos,Habitación Doble con 2 camas dobles y vistas a la bahía,1,En pareja,,12695.0,1,2022-09-27,
1368,Estados Unidos,Habitación con bañera adaptada para personas con discapacidad - 2 camas grandes,2,En grupo,,12695.0,1,2022-09-27,
1369,Estados Unidos,Habitación con cama extragrande.,1,En pareja,,12695.0,1,2022-09-25,
1370,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,,12695.0,1,2022-09-24,
1371,Canadá,Habitación con 2 camas grandes,1,En familia,,12695.0,0,2022-09-17,
1372,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2,En pareja,,12695.0,1,2022-09-12,
1373,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2,En pareja,,12695.0,1,2022-09-12,
1374,,Habitación con cama extragrande.,5,Persona que viaja sola,,12695.0,0,2022-09-11,
1375,Estados Unidos,Habitación con 2 camas grandes,3,En familia,,12695.0,1,2022-09-11,
1376,Estados Unidos,Habitación con 2 camas grandes,4,En familia,,12695.0,1,2022-09-02,
1377,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,3,Persona que viaja sola,,12695.0,1,2022-09-01,
1378,Israel,Habitación con cama extragrande y bañera adaptada - Adaptada para personas de movilidad reducida,2,En familia,,12695.0,0,2022-09-01,
1379,Estados Unidos,Habitación con cama extragrande.,6,Persona que viaja sola,,12695.0,1,2022-08-30,
1380,Estados Unidos,Habitación con 2 camas grandes,2,En familia,,12695.0,1,2022-08-29,
1381,Estados Unidos,Habitación con 2 camas grandes,1,En familia,,12695.0,1,2022-08-25,
1382,Estados Unidos,Habitación con bañera adaptada para personas con discapacidad - 2 camas grandes,2,En grupo,,12695.0,1,2022-08-24,
1383,Estados Unidos,Habitación con 2 camas grandes,2,En familia,,12695.0,1,2022-08-22,
1384,Grecia,Habitación con 2 camas grandes,3,En familia,,12695.0,0,2022-08-20,
1385,Canadá,Habitación con ducha adaptada para personas con discapacidad - 2 camas grandes,3,En familia,,12695.0,0,2022-08-17,
1386,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En familia,,12695.0,1,2022-08-16,
1387,Estados Unidos,Habitación con bañera adaptada para personas con discapacidad - 2 camas grandes,1,En familia,,12695.0,1,2022-08-16,
1388,Estados Unidos,Habitación con 2 camas grandes,1,En pareja,,12695.0,1,2022-08-15,
1389,Reino Unido,Habitación con cama extragrande y bañera adaptada - Adaptada para personas de movilidad reducida,1,En pareja,,12695.0,0,2022-08-15,
1390,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En grupo,,12695.0,1,2022-08-15,
1391,Estados Unidos,Habitación con 2 camas grandes,3,En familia,,12695.0,1,2022-08-12,
1392,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En familia,,12695.0,1,2022-08-11,
1393,Estados Unidos,Habitación con 2 camas grandes,3,En familia,,12695.0,1,2022-08-10,
1394,Emiratos Árabes Unidos,Habitación con 2 camas grandes,4,En familia,,12695.0,0,2022-08-09,
1395,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,,12695.0,1,2022-08-07,
1396,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2,En pareja,,12695.0,1,2022-08-06,
1397,Estados Unidos,Habitación con cama extragrande.,1,En pareja,,12695.0,1,2022-08-06,
1398,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,2,En pareja,,12695.0,1,2022-08-02,
1399,Estados Unidos,Habitación con cama extragrande.,1,En familia,,12695.0,1,2022-08-01,
1400,Estados Unidos,Habitación con cama extragrande.,1,En familia,,12695.0,1,2022-08-01,
1401,Estados Unidos,Habitación con cama extragrande.,1,En pareja,,12695.0,1,2022-08-01,
1402,Estados Unidos,Habitación con cama extragrande.,2,En pareja,,12695.0,1,2022-08-01,
1403,Estados Unidos,Habitación con cama extragrande.,1,En familia,,12695.0,1,2022-08-01,
1404,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,,12695.0,1,2022-08-01,
1405,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,1,En pareja,,12695.0,1,2022-08-01,
1406,Estados Unidos,Habitación con ducha adaptada para personas con discapacidad - 2 camas grandes,1,En familia,,12695.0,1,2022-08-01,
1407,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,3,En pareja,,12695.0,1,2022-08-01,
1408,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,3,En familia,,12695.0,1,2022-07-31,
1409,Estados Unidos,Habitación con cama extragrande.,3,En pareja,,12695.0,1,2022-07-28,
1410,Israel,Habitación Doble con 2 camas dobles y vistas a la bahía,5,En familia,,12695.0,0,2022-07-28,
1411,Estados Unidos,Habitación con cama extragrande.,1,En pareja,,12695.0,1,2022-07-26,
1412,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,1,Persona que viaja sola,,12695.0,1,2022-07-25,
1413,Estados Unidos,Habitación con cama extragrande.,1,En pareja,,12695.0,1,2022-07-24,
1414,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,3,En pareja,,12695.0,1,2022-07-22,
1415,Estados Unidos,Habitación con cama extragrande.,1,Persona que viaja sola,,12695.0,1,2022-07-22,
1416,Reino Unido,Habitación Doble con 2 camas dobles y vistas a la bahía,6,En familia,,12695.0,0,2022-07-22,
1417,Reino Unido,Habitación con 2 camas grandes,3,En familia,,12695.0,0,2022-07-20,
1418,Canadá,Habitación con cama extragrande.,1,En grupo,,12695.0,0,2022-07-19,
1419,Estados Unidos,Habitación con cama extragrande.,5,Persona que viaja sola,,12695.0,1,2022-07-19,
1420,Estados Unidos,Habitación con bañera adaptada para personas con discapacidad - 2 camas grandes,2,En familia,,12695.0,1,2022-07-14,
1421,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,4,En pareja,,12695.0,1,2022-07-13,
1422,Estados Unidos,Habitación con 2 camas grandes,3,En familia,,12695.0,1,2022-07-08,
1423,Filipinas,Habitación con vistas a la bahía - 1 cama extragrande,4,En pareja,,12695.0,0,2022-07-08,
1424,Estados Unidos,Habitación con cama extragrande.,3,Persona que viaja sola,,12695.0,1,2022-07-07,
1425,Estados Unidos,Habitación con bañera adaptada para personas con discapacidad - 2 camas grandes,2,En familia,,12695.0,1,2022-07-06,
1426,Estados Unidos,Habitación con cama extragrande.,1,En pareja,,12695.0,1,2022-07-02,
1427,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,,12695.0,1,2022-07-02,
1428,Estados Unidos,Habitación con cama extragrande.,2,En pareja,,12695.0,1,2022-06-27,
1429,Estados Unidos,Habitación con cama extragrande.,1,En pareja,,12695.0,1,2022-06-27,
1430,México,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2,En pareja,,12695.0,0,2022-06-27,
1431,Estados Unidos,Habitación con 2 camas grandes,2,En familia,,12695.0,1,2022-06-22,
1432,Estados Unidos,Habitación con bañera adaptada para personas con discapacidad - 2 camas grandes,1,En familia,,12695.0,1,2022-06-21,
1433,Estados Unidos,Habitación con cama extragrande.,1,En pareja,,12695.0,1,2022-06-20,
1434,Estados Unidos,Habitación con cama extragrande.,2,En pareja,,12695.0,1,2022-06-20,
1435,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En familia,,12695.0,1,2022-06-20,
1436,Estados Unidos,Habitación con cama extragrande.,2,En pareja,,12695.0,1,2022-06-19,
1437,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2,En grupo,,12695.0,1,2022-06-17,
1438,Estados Unidos,Habitación con 2 camas grandes,1,En grupo,,12695.0,1,2022-06-12,
1439,Estados Unidos,Habitación con cama extragrande.,1,En familia,,12695.0,1,2022-06-12,
1440,Reino Unido,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,5,En pareja,,12695.0,0,2022-06-10,
1441,Estados Unidos,Habitación con cama extragrande y vistas al mar,1,En pareja,,12695.0,1,2022-06-07,
1442,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En grupo,,12695.0,1,2022-05-29,
1443,Estados Unidos,Habitación con cama extragrande.,1,En pareja,,12695.0,1,2022-05-28,
1444,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,,12695.0,1,2022-05-25,
1445,Estados Unidos,Habitación con balcón y vistas a la ciudad - 2 camas grandes,1,En familia,,12695.0,1,2022-05-24,
1446,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2,Persona que viaja sola,,12695.0,1,2022-05-23,
1447,Australia,Habitación con cama extragrande.,3,Persona que viaja sola,,12695.0,0,2022-05-23,
1448,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,,12695.0,1,2022-05-21,
1449,Estados Unidos,Habitación con cama extragrande.,1,En pareja,,12695.0,1,2022-05-21,
1450,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,12,Persona que viaja sola,,12695.0,1,2022-05-21,
1451,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,3,En pareja,,12695.0,1,2022-05-19,
1452,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,,12695.0,1,2022-05-16,
1453,Países Bajos,Habitación con vistas a la bahía - 1 cama extragrande,6,Persona que viaja sola,,12695.0,0,2022-05-16,
1454,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,1,En pareja,,12695.0,1,2022-05-14,
1455,Estados Unidos,Habitación con bañera adaptada para personas con discapacidad - 2 camas grandes,1,En grupo,,12695.0,1,2022-05-13,
1456,Estados Unidos,Habitación con bañera adaptada para personas con discapacidad - 2 camas grandes,3,En pareja,,12695.0,1,2022-05-12,
1457,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2,En pareja,,12695.0,1,2022-05-10,
1458,Estados Unidos,Habitación con cama extragrande y bañera adaptada - Adaptada para personas de movilidad reducida,1,En familia,,12695.0,1,2022-05-09,
1459,Estados Unidos,Habitación con bañera adaptada para personas con discapacidad - 2 camas grandes,1,En familia,,12695.0,1,2022-05-01,
1460,Canadá,Habitación Doble con 2 camas dobles y vistas a la bahía,2,En familia,,12695.0,0,2022-04-29,
1461,Estados Unidos,Habitación con cama extragrande.,1,En grupo,,12695.0,1,2022-04-28,
1462,Estados Unidos,Habitación con cama extragrande.,1,Persona que viaja sola,,12695.0,1,2022-04-26,
1463,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,,12695.0,1,2022-04-25,
1464,Estados Unidos,Habitación con ducha adaptada para personas con discapacidad - 2 camas grandes,1,En familia,,12695.0,1,2022-04-19,
1465,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2,En pareja,,12695.0,1,2022-04-19,
1466,Estados Unidos,Habitación con cama extragrande.,1,En pareja,,12695.0,1,2022-04-19,
1467,Aruba,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2,En familia,,12695.0,0,2022-04-19,
1468,Estados Unidos,Habitación con ducha adaptada para personas con discapacidad - 2 camas grandes,1,En grupo,,12695.0,1,2022-04-18,
1469,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,2,En familia,,12695.0,1,2022-04-18,
1470,Estados Unidos,Habitación con cama extragrande.,2,En familia,,12695.0,1,2022-04-18,
1471,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,2,En pareja,,12695.0,1,2022-04-10,
1472,Estados Unidos,Habitación con cama extragrande.,2,En pareja,,12695.0,1,2022-04-10,
1473,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2,En pareja,,12695.0,1,2022-04-05,
1474,Estados Unidos,Habitación con cama extragrande.,1,En pareja,,12695.0,1,2022-04-05,
1475,Estados Unidos,Habitación con cama extragrande.,1,En familia,,12695.0,1,2022-04-04,
1476,Estados Unidos,Habitación Doble con 2 camas dobles y vistas a la bahía,1,En familia,,12695.0,1,2022-04-03,
1477,Estados Unidos,Habitación con ducha adaptada para personas con discapacidad - 2 camas grandes,3,En familia,,12695.0,1,2022-04-03,
1478,Estados Unidos,Habitación con cama extragrande y bañera adaptada - Adaptada para personas de movilidad reducida,2,Persona que viaja sola,,12695.0,1,2022-04-03,
1479,Estados Unidos,Habitación con cama extragrande.,4,En pareja,,12695.0,1,2022-04-01,
1480,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,,12695.0,1,2022-03-28,
1481,Estados Unidos,Habitación con cama extragrande.,1,Persona que viaja sola,,12695.0,1,2022-03-28,
1482,Estados Unidos,Habitación con ducha adaptada para personas con discapacidad - 2 camas grandes,1,En familia,,12695.0,1,2022-03-26,
1483,Estados Unidos,Habitación con cama extragrande.,1,En pareja,,12695.0,1,2022-03-23,
1484,Estados Unidos,Habitación con 2 camas grandes,3,En grupo,,12695.0,1,2022-03-23,
1485,Estados Unidos,Habitación con ducha adaptada para personas con discapacidad - 2 camas grandes,4,En familia,,12695.0,1,2022-03-22,
1486,Estados Unidos,Habitación con cama extragrande.,1,En pareja,,12695.0,1,2022-03-21,
1487,Estados Unidos,Habitación con cama extragrande.,1,En pareja,,12695.0,1,2022-03-21,
1488,Estados Unidos,Habitación con 2 camas grandes,1,En familia,,12695.0,1,2022-03-20,
1489,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,4,En familia,,12695.0,1,2022-03-20,
1490,Estados Unidos,Habitación con balcón y vistas a la ciudad - 2 camas grandes,3,En familia,,12695.0,1,2022-03-19,
1491,Estados Unidos,Habitación con ducha adaptada para personas con discapacidad - 2 camas grandes,4,En pareja,,12695.0,1,2022-03-19,
1492,Estados Unidos,Habitación con ducha adaptada para personas con discapacidad - 2 camas grandes,1,En grupo,,12695.0,1,2022-03-18,
1493,Estados Unidos,Habitación con cama extragrande.,2,En pareja,,12695.0,1,2022-03-17,
1494,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,,12695.0,1,2022-03-16,
1495,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2,En pareja,,12695.0,1,2022-03-14,
1496,Estados Unidos,Habitación con cama extragrande.,1,En pareja,,12695.0,1,2022-03-13,
1497,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,,12695.0,1,2022-03-11,
1498,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,,12695.0,1,2022-03-07,
1499,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En familia,,12695.0,1,2022-03-07,
1500,Estados Unidos,Habitación con cama extragrande.,2,En grupo,,12695.0,1,2022-03-02,
1501,Estados Unidos,Habitación con cama extragrande.,2,En pareja,,12695.0,1,2022-02-28,
1502,Estados Unidos,Habitación con 2 camas grandes,1,En pareja,,12695.0,1,2022-02-27,
1503,Estados Unidos,Habitación con 2 camas grandes,1,En pareja,,12695.0,1,2022-02-27,
1504,Estados Unidos,Habitación con cama extragrande.,2,Persona que viaja sola,,12695.0,1,2022-02-17,
1505,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2,En pareja,,12695.0,1,2022-02-16,
1506,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2,En pareja,,12695.0,1,2022-02-15,
1507,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,,12695.0,1,2022-02-15,
1508,Estados Unidos,Habitación con cama extragrande.,2,En pareja,,12695.0,1,2022-02-15,
1509,Estados Unidos,Habitación con cama extragrande.,1,En pareja,,12695.0,1,2022-02-14,
1510,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,,12695.0,1,2022-02-14,
1511,Estados Unidos,Habitación con cama extragrande.,1,En pareja,,12695.0,1,2022-02-11,
1512,Estados Unidos,Habitación con cama extragrande.,1,En pareja,,12695.0,1,2022-02-07,
1513,Estados Unidos,Habitación con bañera adaptada para personas con discapacidad - 2 camas grandes,2,En grupo,,12695.0,1,2022-02-06,
1514,Estados Unidos,Habitación con cama extragrande.,2,Persona que viaja sola,,12695.0,1,2022-02-04,
1515,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2,En pareja,,12695.0,1,2022-02-01,
1516,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,,12695.0,1,2022-01-31,
1517,Brasil,Habitación con cama extragrande.,4,En pareja,,12695.0,0,2022-01-29,
1518,Estados Unidos,Habitación con cama extragrande.,1,En grupo,,12695.0,1,2022-01-29,
1519,Estados Unidos,Habitación Doble con 2 camas dobles y vistas a la bahía,1,En familia,,12695.0,1,2022-01-24,
1520,Reino Unido,Habitación con cama extragrande.,2,En grupo,,12695.0,0,2022-01-22,
1521,Estados Unidos,Habitación con 2 camas grandes,1,En familia,,12695.0,1,2022-01-18,
1522,Estados Unidos,Habitación Doble con 2 camas dobles y vistas a la bahía,2,En grupo,,12695.0,1,2022-01-17,
1523,Estados Unidos,Habitación con ducha adaptada para personas con discapacidad - 2 camas grandes,2,En grupo,,12695.0,1,2022-01-14,
1524,Estados Unidos,Habitación con bañera adaptada para personas con discapacidad - 2 camas grandes,7,En familia,,12695.0,1,2022-01-11,
1525,Estados Unidos,Habitación con 2 camas grandes,4,En grupo,,12695.0,1,2022-01-10,
1526,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2,En pareja,,12695.0,1,2022-01-07,
1527,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,1,En pareja,,12695.0,1,2022-01-07,
1528,Estados Unidos,Habitación Doble con 2 camas dobles y vistas a la bahía,1,En familia,,12695.0,1,2022-01-05,
1529,Estados Unidos,Habitación con bañera adaptada para personas con discapacidad - 2 camas grandes,1,En familia,,12695.0,1,2022-01-03,
1530,Estados Unidos,Habitación con cama extragrande.,1,En pareja,,12695.0,1,2022-01-02,
1531,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,,12695.0,1,2022-01-01,
1532,Estados Unidos,Habitación con 2 camas grandes,3,En familia,,12695.0,1,2021-12-31,
1533,Singapur,Habitación con balcón y vistas a la ciudad - 2 camas grandes,3,En familia,,12695.0,0,2021-12-29,
1534,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,,12695.0,1,2021-12-28,
1535,Estados Unidos,Habitación con cama extragrande.,3,En grupo,,12695.0,1,2021-12-27,
1536,Argentina,Habitación Doble con 2 camas dobles y vistas a la bahía,8,En pareja,,12695.0,0,2021-12-23,
1537,Estados Unidos,Habitación con cama extragrande.,1,En familia,,12695.0,1,2021-12-23,
1538,Estados Unidos,Habitación con cama extragrande.,1,Persona que viaja sola,,12695.0,1,2021-12-19,
1539,Suiza,Habitación con vistas a la bahía - 1 cama extragrande,3,En pareja,,12695.0,0,2021-12-14,
1540,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,,12695.0,1,2021-12-10,
1541,Estados Unidos,Habitación con cama extragrande y bañera adaptada - Adaptada para personas de movilidad reducida,1,En pareja,,12695.0,1,2021-12-06,
1542,Estados Unidos,Habitación con cama extragrande.,1,En pareja,,12695.0,1,2021-12-06,
1543,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,2,En familia,,12695.0,1,2021-12-06,
1544,Estados Unidos,Habitación Doble con 2 camas dobles y vistas a la bahía,1,En familia,,12695.0,1,2021-12-05,
1545,Estados Unidos,Habitación con ducha adaptada para personas con discapacidad - 2 camas grandes,2,En grupo,,12695.0,1,2021-12-05,
1546,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2,En pareja,,12695.0,1,2021-12-04,
1547,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,3,Persona que viaja sola,,12695.0,1,2021-12-03,
1548,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,3,En pareja,,12695.0,1,2021-11-30,
1549,Estados Unidos,Habitación con cama extragrande.,1,En familia,,12695.0,1,2021-11-28,
1550,Estados Unidos,Habitación con cama extragrande.,2,En pareja,,12695.0,1,2021-11-27,
1551,Estados Unidos,Habitación con cama extragrande.,1,En pareja,,12695.0,1,2021-11-24,
1552,Estados Unidos,Habitación con cama extragrande.,3,Persona que viaja sola,,12695.0,1,2021-11-22,
1553,Israel,Habitación con cama extragrande.,3,Persona que viaja sola,,12695.0,0,2021-11-21,
1554,Estados Unidos,Habitación con cama extragrande y bañera adaptada - Adaptada para personas de movilidad reducida,1,En pareja,,12695.0,1,2021-11-19,
1555,Estados Unidos,Habitación con cama extragrande.,1,En pareja,,12695.0,1,2021-11-17,
1556,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,,12695.0,1,2021-11-16,
1557,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2,En pareja,,12695.0,1,2021-11-15,
1558,Estados Unidos,Habitación Doble con 2 camas dobles y vistas a la bahía,2,En grupo,,12695.0,1,2021-11-14,
1559,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2,Persona que viaja sola,,12695.0,1,2021-11-10,
1560,Estados Unidos,Habitación con 2 camas grandes,3,En pareja,,12695.0,1,2021-11-09,
1561,Kuwait,Habitación con ducha adaptada para personas con discapacidad - 2 camas grandes,4,En familia,,12695.0,0,2021-11-08,
1562,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,1,En pareja,,12695.0,1,2021-11-03,
1563,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,3,En pareja,,12695.0,1,2021-11-02,
1564,Estados Unidos,Habitación con cama extragrande.,1,En pareja,,12695.0,1,2021-11-02,
1565,Estados Unidos,Habitación con 2 camas grandes,2,En grupo,,12695.0,1,2021-11-01,
