,nationality,acommodation,stay,company,review,hotel_id,is_american,date,sentiment
831,Estados Unidos,Habitación con cama extragrande y bañera adaptada - Adaptada para personas de movilidad reducida,1,En pareja,,12695.0,1,2023-04-17,
832,Estados Unidos,Habitación con bañera adaptada para personas con discapacidad - 2 camas grandes,1,En familia,,12695.0,1,2023-04-11,
833,Estados Unidos,Habitación con 2 camas grandes,1,En familia,"Our bathroom tub had a long strand hair still and the room still had garbage on the floor. It was just one thing but still it wasn’t throughly inspected. Unfortunate, since the room wasn’t cheap!",12695.0,1,2023-02-24,-0.01666666666666668
834,Estados Unidos,Habitación con bañera adaptada para personas con discapacidad - 2 camas grandes,2,En familia,the parking is too expensive,12695.0,1,2023-02-20,-0.5
835,Estados Unidos,Habitación con balcón y vistas a la bahía - 1 cama extragrande - Planta alta,1,En pareja,"No on-site restaurant, no room service or no info on room service, no water bottles in the room, light on amenities compared to other hotels in San Francisco",12695.0,1,2023-02-12,0.1375
836,Australia,Habitación Doble con acceso al club - 2 camas dobles,3,En familia,I would love to stay there again before I received a wrong handled bill. And nobody is really helping me!!!! I reserved a club room with breakfast included ( common sense it shoud be hotel breakfast) but they charged me for 2 breakfast because they said the breakfast means Club breakfast!!!!! And hotel said because I booked through booking.com and should contact booking.com! so rude!!! for booking.com nobody is helping now…,12695.0,0,2022-12-19,-0.21953125
838,Singapur,Habitación con ducha adaptada para personas con discapacidad - 2 camas grandes,3,En familia,"check in process too much up selling of
upgrades and the staff made you feel cheap when you decide not to upgrade. 
No room slippers!!! - that is basic hygiene . When I insisted that they provide, they said they will try and see what they could do. within the next hour, housekeeping sent us very posh and comfortable room slippers, I supposed they provide for suite guests.
Throughout our stay, we travelled by Lyft. Never once did the bell man open the car doors for us or even asked if we need help to get transport when we were just sitting out at the bench waiting for transport. Never felt so unwelcome. 
Finally on the very first night, the fire emergency alarm rang at 1am. all guests marched to assemble on the ground floor to find out by the time we got down that a guest had smoked at the lobby that triggered the fire alarm. while I appreciate that they try to keep our lives safe, I supposed basic checks be done first before waking everyone up and sending them down in the cold night by Ling flights of stairs to find out it was nothing.",12695.0,0,2022-12-15,0.11634259259259257
839,Reino Unido,Habitación con 2 camas grandes,9,En pareja,"There were no amenities really -- a very small bar that served limited food, no real restaurant to speak of. No spa, pool, or anything really to do at the hotel itself. This was fine as we were out and about, but the resources at the hotel were extremely limited.",12695.0,0,2022-12-02,0.008134920634920639
841,Estados Unidos,Habitación con cama extragrande.,2,En pareja,"The pillows were dreadful. Had to request housekeeping, which didn’t come directly to the room as expected.",12695.0,1,2022-11-27,-0.3333333333333333
842,Estados Unidos,Habitación con balcón y vistas a la bahía - 1 cama extragrande - Planta alta,1,En pareja,"no vending machines on the floor, overpriced, “bay view” should have been a bridge view as was expected, and top floor lounge not accessible without added charge — I purchased a premium room.",12695.0,1,2022-11-13,0.07083333333333335
843,Estados Unidos,Habitación Doble con 2 camas dobles y vistas a la bahía,1,En grupo,in tight corner room,12695.0,1,2022-10-31,-0.17857142857142858
844,Estados Unidos,Habitación Doble con 2 camas dobles y vistas a la bahía,3,En pareja,"Room wasn’t cleaned prior to our stay, linens were fresh but that was all that was cleaned. Renovations on lower floors started early on weekends and the restaurant next door has live music blasting each night until 10pm.",12695.0,1,2022-09-13,0.10727272727272727
845,Pakistán,Habitación con ducha adaptada para personas con discapacidad - 2 camas grandes,1,En familia,,12695.0,0,2022-09-03,
846,Estados Unidos,Habitación con ducha adaptada para personas con discapacidad - 2 camas grandes,3,En pareja,air conditioner in room cycled on and off continuously. maintenance checked it but no better. hard to sleep.,12695.0,1,2022-08-08,-0.27083333333333337
847,República Checa,Habitación con balcón y vistas a la bahía - 1 cama extragrande - Planta alta,1,En familia,we were traveling 4 and get room with extra bed. before our stay i wrote to the hotel if the room is sutibble for 4 and got back the answer yes. so i aseked to pit the bed in the room in advave as we were after a long journey. when we arrived nothing was prepared. i asked the reception to do so again and asked por extra blankets. after we came back from dinner we had a bunkbad standing in the hall of the room abd the bad was surible for one. no extra blanket at all. it took me three more calls until we got linings and sheets at 22:15. ( arrived at 18) and still we had just space for 3 person. realy dont undestand,12695.0,0,2022-08-01,-0.031249999999999986
848,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En familia,,12695.0,1,2022-08-01,
849,Canadá,Habitación con vistas a la bahía - 1 cama extragrande,1,En familia,"Called front desk. The lady was not patient. She talked very fast with a strong accent. It was hard to understand.... Below 7th floor, there wad renovation going on, a lot of noise, which bothered us a lot.",12695.0,0,2022-07-31,0.1338888888888889
851,Estados Unidos,Habitación con cama extragrande.,1,Persona que viaja sola,"I didn't appreciate that an airline crew was able to cut in line and check in before me. I guess there was a separate line for them, but I was there before them, and I was just one person. I think I should have been helped first.",12695.0,1,2022-07-17,0.375
852,Reino Unido,Habitación con 2 camas grandes,4,En pareja,rubbish service particularly at the entrance - the most senior team member (igor?) was really rude and totally useless - even the doorman apologised!,12695.0,0,2022-07-07,-0.06458333333333334
853,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En familia,"I feel that the place is too big, it was a bit cold .I'm not used to with very big hotels . I love that warm feeling when I walked in a hotel, something that feels like home . I like that personal connection with the staff , it was a bit too sterile for me , but don't get me wrong the hotel rooms are beautiful & comfortable, it's just that I like it to feel like home .",12695.0,1,2022-07-06,0.1388888888888889
854,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2,En pareja,"valet parking very expensive, no rooftop night bar and good restaurant on site",12695.0,1,2022-07-05,0.024999999999999967
855,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,4,En pareja,"Overpriced breakfast , coffee only good in the morning, the coffee from the machine which is available during the day is disgusting taste like water , didn’t like the long walk from the elevator to your room , And I didn’t appreciate hotel security calling my room waking me up in the middle of the night talking about a flower delivery and that he called the wrong room ,And the first day we got there this white man would come out ( security)everytime we walked the hallway . To go too the elevator .The Guest we’re very friendly, and the market, ferry building is very close , And everything closes inside the hotel too early ..",12695.0,1,2022-07-03,0.04895833333333335
856,Alemania,Habitación con 2 camas grandes,9,En familia,"Very dark, windows too small, also tiny bathroom.",12695.0,0,2022-06-18,-0.14833333333333334
857,Estados Unidos,Habitación con balcón y vistas a la ciudad - 2 camas grandes,1,En grupo,I got upsold a room way more than my real means. And the staff wasn't very clear. You know what I mean. And my room wasn't ready when I needed it so then that opened a perfect opportunity to upsell me the penthouse. Just say it's an additional amount on top of what you already paid. Don't hide the cost of the room. Thinking I know better. You need to communicate better to the customers. Thank you,12695.0,1,2022-06-14,0.35750000000000004
858,Estados Unidos,Habitación con 2 camas grandes,2,En familia,,12695.0,1,2022-06-08,
859,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2,En pareja,"The room wasn't cleaned well. There were a previous guests socks in one of the drawers when we arrived. The room was laid out very oddly with a large amount of wasted space. The sea view that I paid dearly for was a peak, definitely not what was advertised in the photo when I booked the expensive room.",12695.0,1,2022-06-02,-0.14484126984126985
860,Luxemburgo,Habitación con vistas a la bahía - 1 cama extragrande,2,En pareja,"noisy, very noisy - people shouting and partying in the corridor till 1am borth nights
no complimentary water, no cups for the coffee machine?",12695.0,0,2022-05-22,0.02500000000000001
861,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,"We discovered something quite gross in our bed, someone else's dirty sock. We also requested for a non smoking room but to our surprise the room smelled like smoke as soon as we walked in. Additionally before we went into the room, bottles of beer were left right outside the room door. 
Cleanliness is crucial especially during these times. It deterred us from wanting to stay at Hyatt again but customer service made up for it after we addressed it.",12695.0,1,2022-04-22,-0.044897959183673466
862,Estados Unidos,Habitación con cama extragrande.,2,Persona que viaja sola,,12695.0,1,2022-04-20,
863,Estados Unidos,Habitación con ducha adaptada para personas con discapacidad - 2 camas grandes,1,Persona que viaja sola,little overpriced for the rooms,12695.0,1,2022-04-19,-0.1875
864,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1,En pareja,"that I paid 300$ for a night and still didn’t get my ocean view, should’ve just gotten a room w ocean view and no balcony. somewhat disappointing. other than that staff was great!",12695.0,1,2022-04-19,0.09166666666666667
865,Pakistán,Habitación con cama extragrande.,3,Persona que viaja sola,too much construction work sound everywhere in the hotel at night so you can’t sleep,12695.0,0,2022-04-17,0.30000000000000004
866,Reino Unido,Habitación con 2 camas grandes,3,En grupo,"No shelves in the bathroom to place your toiletries, lack of mirrors weird bed sheets, noisy A/C.
Reception staff incredibly rude especially Tashi - we were a group of 4 in two double rooms. Booked the pay at the property option with booking only to find out that they have already charged us prior arrival. Charged one card for the whole amount and said we chose the pre-payment option, which we didn’t. We showed our booking confirmation that stated pay at the property but Tashi kept insisting it is pre-payment despite the written confirmation from booking. He was rude and disrespectful and for that reason we will never return to Hyatt regency and don’t recommend it. The staff will ruin your good mood.",12695.0,0,2022-04-12,-0.02222222222222224
867,Estados Unidos,Habitación con cama extragrande.,1,Persona que viaja sola,,12695.0,1,2022-04-11,
868,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,3,Persona que viaja sola,It was impossible to reach the concierge. I called several times because there were no water bottles in my room. There was also no room service. Because it’s such a large hotel the rooms are nice but it takes a long time to get around and service is not hands on - probably because there are so many rooms.,12695.0,1,2022-04-04,0.08537414965986394
