Unnamed: 0,region,state,attraction,n_reviews,categories
3376,South Atlantic,District of Columbia,National Museum of African American History and Culture,3.714,Museos de historia
3377,South Atlantic,District of Columbia,National Portrait Gallery,3.587,"Museos de arte, Museos de historia"
3378,South Atlantic,District of Columbia,Monumento Conmemorativo a Franklin Delano Roosevelt,5.974,Monumentos y estatuas
3379,South Atlantic,District of Columbia,Ford's Theatre,4.394,"Lugares históricos, Teatros"
3380,South Atlantic,District of Columbia,Jefferson Memorial,6.522,Monumentos y estatuas
3381,South Atlantic,District of Columbia,National Museum of American History,5.061,Museos de historia
3382,South Atlantic,District of Columbia,"Martin Luther King, Jr. Memorial",5.833,Monumentos y estatuas
3383,South Atlantic,District of Columbia,Washington National Cathedral,3.112,"Edificios con valor arquitectónico, Lugares religiosos"
3384,South Atlantic,District of Columbia,United States Botanic Garden,2.847,Jardines
3385,South Atlantic,District of Columbia,White House,8.206,Edificios gubernamentales
3386,South Atlantic,District of Columbia,"Hillwood Estate, Museum & Gardens",1.304,"Lugares históricos, Jardines"
3387,South Atlantic,District of Columbia,The National Archives Museum,3.571,Museos especializados
3388,South Atlantic,District of Columbia,Basilica of the National Shrine of the Immaculate Conception,1.914,"Lugares religiosos, Iglesias y catedrales"
3389,South Atlantic,District of Columbia,International Spy Museum,5.648,Museos especializados
3390,South Atlantic,District of Columbia,Georgetown,3.025,Barrios
3391,South Atlantic,District of Columbia,Capitol Hill,3.485,"Barrios, Áreas históricas peatonales"
3392,South Atlantic,District of Columbia,Smithsonian’s National Zoo & Conservation Biology Institute,4.612,Zoológicos
3393,South Atlantic,District of Columbia,Tidal Basin,1.702,Masas de agua
3394,South Atlantic,District of Columbia,Smithsonian American Art Museum,1.578,"Museos de arte, Museos de historia"
3395,South Atlantic,District of Columbia,The Phillips Collection,1.424,Museos de arte
3396,South Atlantic,District of Columbia,Museum of the Bible,1.193,Museos especializados
3397,South Atlantic,District of Columbia,National Postal Museum,1.147,Museos especializados
3398,South Atlantic,District of Columbia,Smithsonian National Museum of Asian Art,744.0,Museos de arte
3399,South Atlantic,District of Columbia,U.S. National Arboretum,687.0,"Áreas de naturaleza y vida silvestre, Rutas para senderismo"
3400,South Atlantic,District of Columbia,Vietnam Women's Memorial,654.0,Monumentos y estatuas
3401,South Atlantic,District of Columbia,Planet Word,65.0,Museos especializados
3402,South Atlantic,District of Columbia,The Wharf DC,169.0,"Puertos deportivos, Monumentos y lugares de interés"
3403,South Atlantic,District of Columbia,The Spa at Hotel Washington,151.0,Spas
3404,South Atlantic,District of Columbia,USA Guided Tours,6.689,"Tours por la ciudad, Tours turísticos"
3405,South Atlantic,District of Columbia,The Escape Game DC - Downtown,102.0,Juegos de escape
3406,South Atlantic,District of Columbia,Fletcher's Boathouse,123.0,Tiendas de regalos
3407,South Atlantic,District of Columbia,Capital Segway Tours,2.44,Tours en Segway
3408,South Atlantic,District of Columbia,Babylon Tours Washington D.C.,1.585,"Tours por la ciudad, Tours históricos"
3409,South Atlantic,District of Columbia,DC By Foot,3.203,"Tours de fantasmas y vampiros, Tours a pie"
3410,South Atlantic,District of Columbia,Signature Tours of DC- Day/Night,2.199,"Tours por la ciudad, Tours históricos"
3411,South Atlantic,District of Columbia,Kick Axe Throwing DC,213.0,"Bares y boliches, Centros de juego y entretenimiento"
3412,South Atlantic,District of Columbia,Unscripted by Guided Tours DC,1.152,"Tours por la ciudad, Tours históricos"
3413,South Atlantic,District of Columbia,Private Tours of Washington,661.0,Tours privados
3414,South Atlantic,District of Columbia,Nonpartisan Pedicab,538.0,"Tours por la ciudad, Tours históricos"
3415,South Atlantic,District of Columbia,Signature Tours DC,454.0,"Tours culturales, Tours históricos"
3416,South Atlantic,District of Columbia,DC Design Tours,420.0,"Tours por la ciudad, Tours históricos"
3417,South Atlantic,District of Columbia,Private DC Tours,427.0,"Tours por la ciudad, Tours históricos"
3418,South Atlantic,District of Columbia,Monuments by Moonlight Night Tour,967.0,"Tours por la ciudad, Tours históricos"
3419,South Atlantic,District of Columbia,Trip Hacks DC,291.0,"Tours por la ciudad, Tours culturales"
3420,South Atlantic,District of Columbia,Grand Atlas Tours,275.0,"Tours por la ciudad, Tours nocturnos"
3421,West North Central,North Dakota,Theodore Roosevelt National Park,1.884,Parques nacionales
3422,West North Central,North Dakota,Scandinavian Heritage Park,370.0,Parques
3423,West North Central,North Dakota,Fargo-Moorhead Visitors Center,444.0,Centros de información turística
3424,West North Central,North Dakota,South Unit,267.0,"Áreas históricas peatonales, Parques nacionales"
3425,West North Central,North Dakota,North Dakota Heritage Center & State Museum,649.0,"Tiendas de regalos, Museos de historia"
3426,West North Central,North Dakota,North Unit,185.0,Parques nacionales
3427,West North Central,North Dakota,North Dakota State Capitol Building,312.0,Edificios gubernamentales
3428,West North Central,North Dakota,International Peace Garden,208.0,Jardines
3429,West North Central,North Dakota,Medora Musical,881.0,Teatro y espectáculos
3430,West North Central,South Dakota,Mount Rushmore National Memorial,11.914,"Parques nacionales, Monumentos y estatuas"
3431,West North Central,South Dakota,Custer State Park,6.209,Parques estatales
3432,West North Central,South Dakota,Bear Country USA,4.256,Áreas de naturaleza y vida silvestre
3433,West North Central,South Dakota,Falls Park,3.428,Parques
3434,West North Central,South Dakota,Wildlife Loop Road,2.768,Rutas turísticas
3435,West North Central,South Dakota,Sylvan Lake,2.002,Masas de agua
3436,West North Central,South Dakota,Reptile Gardens,2.334,"Áreas de naturaleza y vida silvestre, Zoológicos"
3437,West North Central,South Dakota,The Mammoth Site of Hot Springs,1.788,"Museos de historia natural, Museos de ciencia"
3438,West North Central,South Dakota,Rushmore Tramway Adventures,1.659,Parques de diversión y temáticos
3439,West North Central,South Dakota,Needles Highway,968.0,Rutas turísticas
3440,West North Central,South Dakota,Iron Mountain Road,1.728,Rutas turísticas
3441,West North Central,South Dakota,Loop Road,1.988,Rutas turísticas
3442,West North Central,South Dakota,Needles Eye,1.739,Formaciones geológicas
3443,West North Central,South Dakota,Spearfish Canyon,832.0,Cañones
3444,West North Central,South Dakota,Badlands National Park,960.0,Parques nacionales
3445,West North Central,South Dakota,Badlands National Park,1.07,Parques nacionales
3446,West North Central,South Dakota,Big Thunder Gold Mine,1.281,Minas
3447,West North Central,South Dakota,Downtown Rapid City,2.341,Barrios
3448,West North Central,South Dakota,Mount Moriah Cemetery,1.87,Cementerios
3449,West North Central,South Dakota,Presidential Trail,1.466,Rutas para senderismo
3450,West North Central,South Dakota,Spearfish Canyon Scenic Byway,964.0,Rutas turísticas
3451,West North Central,South Dakota,Jewel Cave National Monument,1.433,"Parques nacionales, Cavernas y cuevas"
3452,West North Central,South Dakota,Black Hills National Forest,914.0,"Parques nacionales, Áreas de naturaleza y vida silvestre"
3453,West North Central,South Dakota,Akta Lakota Museum,472.0,Museos de historia
3454,West North Central,South Dakota,Chapel in the Hills,680.0,"Edificios con valor arquitectónico, Iglesias y catedrales"
3455,West North Central,South Dakota,Adams House,515.0,"Lugares históricos, Museos de historia"
3456,West North Central,South Dakota,Minuteman Missile National Historic Site,875.0,"Lugares históricos, Parques nacionales"
3457,West North Central,South Dakota,Dignity,392.0,"Monumentos y lugares de interés, Monumentos y estatuas"
3458,West North Central,South Dakota,Rush Mountain Adventure Park,718.0,Parques de diversión y temáticos
3459,West North Central,South Dakota,SculptureWalk,558.0,Rutas para senderismo
3460,West North Central,South Dakota,Museum of Geology,385.0,Museos especializados
3461,West North Central,South Dakota,Wind Cave National Park,745.0,"Parques nacionales, Áreas de naturaleza y vida silvestre"
3462,West North Central,South Dakota,The Journey Museum and Learning Center,405.0,Museos especializados
3463,West North Central,South Dakota,Notch Trail,404.0,Rutas para senderismo
3464,West North Central,South Dakota,Dinosaur Park,1.142,Monumentos y lugares de interés
3465,West North Central,South Dakota,Cathedral Spires Hiking Trail,236.0,Rutas para senderismo
3466,West North Central,South Dakota,Fort Hays Old West Town and Dinner Show,1.105,"Monumentos y lugares de interés, Teatros donde se puede cenar"
3467,West North Central,South Dakota,National Presidential Wax Museum,397.0,Museos especializados
3468,West North Central,South Dakota,Tatanka: Story of the Bison,459.0,"Museos especializados, Monumentos y lugares de interés"
3469,West North Central,South Dakota,Laura Ingalls Wilder Historic Homes,237.0,"Lugares históricos, Monumentos y lugares de interés"
3470,West North Central,South Dakota,Saloon #10 American Whiskey Bar,1.064,"Museos especializados, Bares y boliches"
3471,West North Central,South Dakota,Black Hills Caverns,200.0,"Tiendas de regalos, Lugares históricos"
3472,West North Central,South Dakota,Wonderland Caves,166.0,Cavernas y cuevas
3473,West North Central,South Dakota,The Brothel Deadwood,40.0,Museos especializados
3474,West North Central,South Dakota,Needle Eye Tunnel,34.0,Monumentos y lugares de interés
3475,West North Central,South Dakota,Moccasin Springs,55.0,"Fuentes termales y géiseres, Spas termales"
3476,West North Central,South Dakota,The Stables at Palmer Gulch,429.0,Tours a caballo
3477,West North Central,South Dakota,Dahl's Chainsaw Art,60.0,Galerías de arte
3478,West North Central,South Dakota,Escapades Escape Rooms,274.0,"Juegos de escape, Centros de juego y entretenimiento"
3479,West North Central,Kansas,Safari Zoological Park,1.142,Zoológicos
3480,West North Central,Kansas,Strataca,881.0,"Museos especializados, Minas"
3481,West North Central,Kansas,Boot Hill Museum,1.124,Museos de historia
3482,West North Central,Kansas,Dwight D. Eisenhower Presidential Library and Museum,934.0,Museos especializados
3483,West North Central,Kansas,Botanica: The Wichita Gardens,760.0,Jardines
3484,West North Central,Kansas,Cosmosphere,695.0,"Museos especializados, Museos de ciencia"
3485,West North Central,Kansas,The Keeper of the Plains,872.0,Monumentos y lugares de interés
3486,West North Central,Kansas,Museum of World Treasures,576.0,Museos especializados
3487,West North Central,Kansas,Kansas State Capitol Building,586.0,Edificios gubernamentales
3488,West North Central,Kansas,Old Cowtown Museum,482.0,"Lugares históricos, Museos de historia"
3489,West North Central,Kansas,Evel Knievel Museum,488.0,Museos especializados
3490,West North Central,Kansas,OZ Museum,546.0,"Tiendas de regalos, Museos especializados"
3491,West North Central,Kansas,Bury the Hatchet,836.0,Centros de juego y entretenimiento
3492,West North Central,Kansas,New Theatre & Restaurant,1.031,Teatros donde se puede cenar
3493,West North Central,Kansas,Locked Manhattan,528.0,Juegos de escape
3494,West North Central,Kansas,Mastermind Escape Games,316.0,Juegos de escape
3495,West North Central,Minnesota,Mall of America,5.974,Centros comerciales
3496,West North Central,Minnesota,Minnesota's North Shore Scenic Drive,2.013,Rutas turísticas
3497,West North Central,Minnesota,Minneapolis Institute of Art,2.392,Museos de arte
3498,West North Central,Minnesota,Minnehaha Park,2.5,"Parques, Cascadas"
3499,West North Central,Minnesota,Gooseberry Falls State Park,1.647,"Parques estatales, Rutas para ciclismo"
3500,West North Central,Minnesota,Target Field,3.042,Complejos deportivos
3501,West North Central,Minnesota,Aerial Lift Bridge,1.732,Puentes
3502,West North Central,Minnesota,Cathedral of Saint Paul,1.079,Lugares religiosos
3503,West North Central,Minnesota,Mill City Museum,1.57,"Museos especializados, Museos de historia"
3504,West North Central,Minnesota,Minneapolis Sculpture Garden,1.815,"Monumentos y lugares de interés, Jardines"
3505,West North Central,Minnesota,Canal Park,1.465,"Monumentos y lugares de interés, Parques"
3506,West North Central,Minnesota,Glensheen - The Historic Congdon Estate,1.294,"Museos especializados, Lugares históricos"
3507,West North Central,Minnesota,Split Rock Lighthouse,1.107,"Monumentos y lugares de interés, Faros"
3508,West North Central,Minnesota,Minnesota State Fair,1.243,Monumentos y lugares de interés
3509,West North Central,Minnesota,Itasca State Park,552.0,Parques estatales
3510,West North Central,Minnesota,North American Bear Center,732.0,"Museos especializados, Museos de ciencia"
3511,West North Central,Minnesota,Enger Park and Tower,913.0,"Monumentos y lugares de interés, Parques"
3512,West North Central,Minnesota,National Eagle Center,808.0,Áreas de naturaleza y vida silvestre
3513,West North Central,Minnesota,Spam Museum and Visitor Center,712.0,Museos especializados
3514,West North Central,Minnesota,Lakewalk,922.0,Áreas históricas peatonales
3515,West North Central,Minnesota,International Wolf Center,736.0,"Museos especializados, Áreas de naturaleza y vida silvestre"
3516,West North Central,Minnesota,Lake Superior Maritime Visitor Center,686.0,"Centros de información turística, Museos especializados"
3517,West North Central,Minnesota,Science Museum of Minnesota,1.131,"Museos especializados, Museos de historia natural"
3518,West North Central,Minnesota,Paisley Park,719.0,"Museos especializados, Monumentos y lugares de interés"
3519,West North Central,Minnesota,Chilly Dogs Sled Dog Trips,262.0,Rutas para senderismo
3520,West North Central,Minnesota,Niagara Cave,287.0,Cavernas y cuevas
3521,West North Central,Minnesota,Commonweal Theatre Company,241.0,Teatros
3522,West North Central,Minnesota,Mississippi Headwaters,286.0,Monumentos y lugares de interés
3523,West North Central,Minnesota,Minnehaha Falls,484.0,Monumentos y lugares de interés
3524,West North Central,Minnesota,Grand Portage National Monument,356.0,Museos especializados
3525,West North Central,Minnesota,Minnesota State Capitol,400.0,"Lugares históricos, Monumentos y lugares de interés"
3526,West North Central,Minnesota,Extreme Sandbox - Minnesota,664.0,Centros de juego y entretenimiento
3527,West North Central,Minnesota,Split Rock Lighthouse State Park,273.0,Parques estatales
3528,West North Central,Minnesota,Vince Shute Wildlife Sanctuary,170.0,Áreas de naturaleza y vida silvestre
3529,West North Central,Minnesota,Great Lakes Aquarium,618.0,"Museos especializados, Museos de historia natural"
3530,West North Central,Minnesota,Minnesota Transportation Museum,99.0,Museos especializados
3531,West North Central,Minnesota,Wild State Cider,55.0,"Destilerías, Viñedos con bodegas"
3532,West North Central,Minnesota,Escapology,747.0,Juegos de escape
3533,West North Central,Minnesota,Lake Superior Art Glass,317.0,"Tiendas de regalos, Galerías de arte"
3534,West North Central,Minnesota,Zero Hour Escape Rooms,692.0,Juegos de escape
3535,West North Central,Minnesota,"Running Aces Casino, Hotel & Racetrack",235.0,"Casinos,  Carreras de caballos"
3536,West North Central,Minnesota,The Escape Challenge,327.0,Juegos de escape
3537,West North Central,Missouri,The Haygoods,8.786,Teatros
3538,West North Central,Missouri,Sight & Sound Theatres,8.345,Teatros
3539,West North Central,Missouri,The Gateway Arch,12.7,"Monumentos y lugares de interés, Torres y observatorios"
3540,West North Central,Missouri,National WWI Museum and Memorial,5.641,"Museos militares, Museos de historia"
3541,West North Central,Missouri,Titanic Museum,7.432,"Museos especializados, Lugares educativos"
3542,West North Central,Missouri,Silver Dollar City,12.189,"Parques de diversión y temáticos, Parques acuáticos"
3543,West North Central,Missouri,St. Louis Zoo,8.683,Zoológicos
3544,West North Central,Missouri,Missouri Botanical Garden,4.483,Jardines
3545,West North Central,Missouri,The Nelson-Atkins Museum of Art,3.332,Museos de arte
3546,West North Central,Missouri,Busch Stadium,4.953,Campos de juego y estadios
3547,West North Central,Missouri,Cathedral Basilica of Saint Louis,3.112,Iglesias y catedrales
3548,West North Central,Missouri,Arabia Steamboat Museum,2.24,"Museos especializados, Museos de historia"
3549,West North Central,Missouri,Presleys' Country Jubilee,1.872,Teatros
3550,West North Central,Missouri,Fantastic Caverns,2.094,Cavernas y cuevas
3551,West North Central,Missouri,Grant’s Farm,2.38,Granjas
3552,West North Central,Missouri,Forest Park,2.495,Parques
3553,West North Central,Missouri,Dogwood Canyon Nature Park,1.559,"Áreas de naturaleza y vida silvestre, Parques"
3554,West North Central,Missouri,College of the Ozarks,3.175,"Miradores, Jardines"
3555,West North Central,Missouri,Missouri State Penitentiary,1.392,Lugares históricos
3556,West North Central,Missouri,Pierce Arrow,2.91,Teatros
3557,West North Central,Missouri,Jerry Presley's God and Country Theaters,1.735,Teatros
3558,West North Central,Missouri,Harry S. Truman Presidential Library & Museum,1.51,"Museos especializados, Bibliotecas"
3559,West North Central,Missouri,Branson Landing,2.679,Centros comerciales
3560,West North Central,Missouri,Runaway Mountain Coaster,1.986,Parques de diversión y temáticos
3561,West North Central,Missouri,Union Station,2.559,Lugares históricos
3562,West North Central,Missouri,Rockcliffe Mansion (Tours),906.0,"Lugares históricos, Edificios con valor arquitectónico"
3563,West North Central,Missouri,Saint Louis Art Museum,1.464,Museos de arte
3564,West North Central,Missouri,Ha Ha Tonka State Park,853.0,Parques estatales
3565,West North Central,Missouri,Shepherd of the Hills Fish Hatchery,2.017,Áreas de naturaleza y vida silvestre
3566,West North Central,Missouri,Negro Leagues Baseball Museum,1.099,Museos especializados
3567,West North Central,Missouri,Johnny Morris' Wonders of Wildlife National Museum and Aquarium,1.331,"Museos de historia natural, Acuarios"
3568,West North Central,Missouri,Hughes Brothers Theatre,1.718,Teatros
3569,West North Central,Missouri,St. Charles Historic District,1.402,Áreas históricas peatonales
3570,West North Central,Missouri,The Butterfly Palace,1.654,Áreas de naturaleza y vida silvestre
3571,West North Central,Missouri,Branson's Promised Land Zoo,2.18,Zoológicos
3572,West North Central,Missouri,The Fabulous Fox Theatre,880.0,Teatros
3573,West North Central,Missouri,Kansas City Zoo & Aquarium,1.564,Zoológicos
3574,West North Central,Missouri,Branson Landing Fountain Show,2.383,"Monumentos y lugares de interés, Fuentes"
3575,West North Central,Missouri,Aquarium At The Boardwalk,731.0,Acuarios
3576,West North Central,Missouri,Bridal Cave,530.0,Cavernas y cuevas
3577,West North Central,Missouri,Mark Twain Cave and Cameron Cave,795.0,Cavernas y cuevas
3578,West North Central,Missouri,Meramec Caverns,910.0,Cavernas y cuevas
3579,West North Central,Missouri,Science City at Union Station,580.0,Museos de ciencia
3580,West North Central,Missouri,Boulevard Brewing Company,665.0,Cervecerías
3581,West North Central,Missouri,Veterans Memorial Museum,709.0,"Museos especializados, Museos de historia"
3582,West North Central,Missouri,Gateway Arch National Park,534.0,"Monumentos y lugares de interés, Parques nacionales"
3583,West North Central,Missouri,The National Museum of Toys and Miniatures,350.0,Museos especializados
3584,West North Central,Missouri,Bingham Waggoner Mansion & Estate,407.0,Lugares históricos
3585,West North Central,Missouri,Stark Caverns,220.0,Cavernas y cuevas
3586,West North Central,Missouri,Table Rock Dam,780.0,Represas
3587,West North Central,Missouri,Table Rock State Park,488.0,Parques estatales
3588,West North Central,Missouri,The Branson Coaster,774.0,Parques de diversión y temáticos
3589,West North Central,Missouri,Mark Twain Boyhood Home and Museum,1.046,Lugares históricos
3590,West North Central,Missouri,Ulysses S. Grant National Historical Site,561.0,Lugares históricos
3591,West North Central,Missouri,Lone Elk Park,526.0,Parques
3592,West North Central,Missouri,Lost Canyon Nature Trail and Cave,525.0,Rutas para senderismo
3593,West North Central,Missouri,Branson's Famous Baldknobbers,1.481,Teatros
3594,West North Central,Missouri,Hollywood Wax Museum,1.759,"Museos especializados, Centros de juego y entretenimiento"
3595,West North Central,Missouri,Historic Downtown Branson,935.0,Barrios
3596,West North Central,Missouri,World Bird Sanctuary,319.0,Áreas de naturaleza y vida silvestre
3597,West North Central,Missouri,Ozark Distillery and Brewery,278.0,Destilerías
3598,West North Central,Missouri,Tanger Outlets Branson,933.0,"Tiendas de fábricas, Centros comerciales"
3599,West North Central,Missouri,Stone Hill Winery,723.0,Viñedos con bodegas
3600,West North Central,Missouri,Campbell House Museum,177.0,"Museos especializados, Lugares históricos"
3601,West North Central,Missouri,The Track Family Fun Parks Track 4,1.306,Parques de diversión y temáticos
3602,West North Central,Missouri,Hallmark Visitors Center,496.0,"Centros de información turística, Museos especializados"
3603,West North Central,Missouri,Pony Express Museum,448.0,Museos especializados
3604,West North Central,Missouri,Ancient Ozarks Natural History Museum,377.0,"Museos de historia natural, Museos de historia"
3605,West North Central,Missouri,Anheuser-Busch Brewery,542.0,Cervecerías
3606,West North Central,Missouri,Elephant Rocks State Park,366.0,Parques estatales
3607,West North Central,Missouri,Lake Taneycomo,398.0,Masas de agua
3608,West North Central,Missouri,The Money Museum,497.0,Museos especializados
3609,West North Central,Missouri,Branson Ferris Wheel,765.0,Torres y observatorios
3610,West North Central,Missouri,Smallin Civil War Cave,287.0,Cavernas y cuevas
3611,West North Central,Missouri,The Branson Craft Mall,555.0,Centros comerciales
3612,West North Central,Missouri,White Water,757.0,Parques acuáticos
3613,West North Central,Missouri,Dolly Parton's Stampede Dinner Attraction,8.047,Teatros donde se puede cenar
3614,West North Central,Missouri,Jefferson Barracks Telephone Museum,145.0,"Museos especializados, Monumentos y lugares de interés"
3615,West North Central,Missouri,Harry S Truman National Historic Site,546.0,Lugares históricos
3616,West North Central,Missouri,Showboat Branson Belle,4.604,"Teatros donde se puede cenar, Teatro y espectáculos"
3617,West North Central,Missouri,Clay Cooper Theatre,2.812,Tiendas de regalos
3618,West North Central,Missouri,Top of the Rock Ozarks Heritage Preserve,147.0,"Monumentos y lugares de interés, Miradores"
3619,West North Central,Missouri,Branson's Wild World,915.0,Zoológicos
3620,West North Central,Missouri,TWA Museum,136.0,Museos especializados
3621,West North Central,Missouri,Grand Country Indoor Mini Golf,371.0,Parques de diversión y temáticos
3622,West North Central,Missouri,National Blues Museum,330.0,Museos especializados
3623,West North Central,Missouri,Americana Theatre,129.0,Teatros
3624,West North Central,Missouri,Lewis & Clark Boat House and Museum,189.0,Museos especializados
3625,West North Central,Missouri,Pirate's Cove Adventure Golf,469.0,Centros de juego y entretenimiento
3626,West North Central,Missouri,The Mansion Theatre for the Performing Arts,184.0,Teatros
3627,West North Central,Missouri,Big Joel's Safari,107.0,Zoológicos
3628,West North Central,Missouri,Dean Z - the Ultimate Elvis,1.476,"Conciertos, Teatros"
3629,West North Central,Missouri,Celebrity Car Museum,257.0,Museos especializados
3630,West North Central,Missouri,Branson Auto & Farm Museum,380.0,Museos especializados
3631,West North Central,Missouri,Warm Springs Ranch,941.0,Ranchos
3632,West North Central,Missouri,Route 66 Car Museum,95.0,Museos especializados
3633,West North Central,Missouri,Historic Downtown Hannibal,129.0,Barrios
3634,West North Central,Missouri,Hermann Farm,40.0,Granjas
3635,West North Central,Missouri,The Petersens,1.012,Teatro y espectáculos
3636,West North Central,Missouri,Bass Pro Shops Outdoor World,1.577,Tiendas de regalos
3637,West North Central,Missouri,Hamners' Unbelievable,1.745,"Conciertos, Teatros"
3638,West North Central,Missouri,Country Evolution with Dalena Ditto,65.0,Teatros
3639,West North Central,Missouri,Yakov Smirnoff Show,816.0,"Teatros, Clubes de comedia"
3640,West North Central,Missouri,Branson Murder Mystery Branson's Original and #1 Murder Mystery,1.217,Teatros donde se puede cenar
3641,West North Central,Missouri,Smoke on the Mountain,1.06,Teatro y espectáculos
3642,West North Central,Missouri,Legends In Concert,1.864,"Conciertos, Teatros"
3643,West North Central,Missouri,Missouri State Penitentiary Museum,61.0,Museos de historia
3644,West North Central,Missouri,Escape Reality Magic Dinner Show,1.319,Teatro y espectáculos
3645,West North Central,Missouri,1984 Branson,141.0,Centros de juego y entretenimiento
3646,West North Central,Missouri,KC Streetcar,198.0,Sistemas de transporte público
3647,West North Central,Missouri,Back to the Bee Gees,197.0,"Conciertos, Teatros"
3648,West North Central,Missouri,Sons of Britches,844.0,"Conciertos, Teatros"
3649,West North Central,Missouri,Puzzle Warehouse,521.0,Tiendas de regalos
3650,West North Central,Nebraska,Henry Doorly Zoo,5.988,"Teatros, Zoológicos"
3651,West North Central,Nebraska,Museum of American Speed,803.0,Museos especializados
3652,West North Central,Nebraska,The Durham Museum,1.227,Museos de historia
3653,West North Central,Nebraska,Old Market,2.576,Barrios
3654,West North Central,Nebraska,Lauritzen Gardens Omaha's Botanical Center,1.145,Jardines
3655,West North Central,Nebraska,Nebraska State Capitol,873.0,Edificios gubernamentales
3656,West North Central,Nebraska,Bob Kerrey Pedestrian Bridge,1.477,Puentes
3657,West North Central,Nebraska,Sunken Gardens,763.0,Jardines
3658,West North Central,Nebraska,Scotts Bluff National Monument,647.0,Parques nacionales
3659,West North Central,Nebraska,Golden Spike Tower and Visitor Center,586.0,Centros de información turística
3660,West North Central,Nebraska,Strategic Air Command & Aerospace Museum,552.0,Museos especializados
3661,West North Central,Nebraska,Classic Car Collection,214.0,Museos especializados
3662,West North Central,Nebraska,Union Pacific Railroad Bailey Yard,281.0,Lugares históricos
3663,West North Central,Nebraska,Gene Leahy Mall,264.0,Parques
3664,West North Central,Nebraska,Joslyn Castle,134.0,Lugares históricos
3665,West North Central,Nebraska,Chimney Rock National Historic Site,346.0,"Lugares históricos, Parques nacionales"
3666,West North Central,Nebraska,Christine's horseback riding,164.0,"Rutas ecuestres, Tours a caballo"
3667,West North Central,Nebraska,Craft Axe Throwing- Omaha,139.0,Centros de juego y entretenimiento
3668,West North Central,Nebraska,Locked Room Omaha,159.0,Juegos de escape
3669,West North Central,Nebraska,House of Conundrum,146.0,Juegos de escape
3670,West North Central,Nebraska,Dusty Trails,49.0,Tours a caballo
3671,West North Central,Wyoming,Gran Cañón de Yellowstone,5.159,Cañones
3672,West North Central,Wyoming,Centro Histórico Buffalo Bill,4.724,"Museos especializados, Museos de historia"
3673,West North Central,Wyoming,Devils Tower National Monument,3.82,Formaciones geológicas
3674,West North Central,Wyoming,Grand Teton,2.814,Montañas
3675,West North Central,Wyoming,Lamar Valley,3.073,Rutas turísticas
3676,West North Central,Wyoming,Grand Prismatic Spring,3.187,Fuentes termales y géiseres
3677,West North Central,Wyoming,Yellowstone National Park,1.824,Parques nacionales
3678,West North Central,Wyoming,Old Faithful,5.063,Fuentes termales y géiseres
3679,West North Central,Wyoming,National Museum of Wildlife Art,2.072,"Museos especializados, Museos de arte"
3680,West North Central,Wyoming,Jackson Hole Aerial Tram,2.008,Tranvías
3681,West North Central,Wyoming,Artist Point,1.338,"Monumentos y lugares de interés, Rutas para senderismo"
3682,West North Central,Wyoming,Cody Dug Up Gun Museum,785.0,Museos especializados
3683,West North Central,Wyoming,Upper Geyser Basin,1.351,Fuentes termales y géiseres
3684,West North Central,Wyoming,National Elk Refuge,1.829,Áreas de naturaleza y vida silvestre
3685,West North Central,Wyoming,Jackson Town Square,2.804,Monumentos y lugares de interés
3686,West North Central,Wyoming,Yellowstone Lake,1.803,Masas de agua
3687,West North Central,Wyoming,Mammoth Hot Springs,2.207,Fuentes termales y géiseres
3688,West North Central,Wyoming,National Historic Trails Interpretive Center,553.0,Museos de historia
3689,West North Central,Wyoming,Jenny Lake,810.0,Masas de agua
3690,West North Central,Wyoming,Hayden Valley,1.141,Áreas de naturaleza y vida silvestre
3691,West North Central,Wyoming,Cody Firearms Museum,694.0,Museos especializados
3692,West North Central,Wyoming,Old Trail Town,1.202,Lugares históricos
3693,West North Central,Wyoming,Grand Loop Road,783.0,Rutas turísticas
3694,West North Central,Wyoming,Jackson Hole Rodeo,789.0, Carreras de caballos
3695,West North Central,Wyoming,Wyoming Territorial Prison State Historic Site,532.0,Lugares históricos
3696,West North Central,Wyoming,Buffalo Bill Dam,1.053,Represas
3697,West North Central,Wyoming,West Thumb Geyser Basin,910.0,Fuentes termales y géiseres
3698,West North Central,Wyoming,Wild West Spectacular,200.0,Teatros
3699,West North Central,Wyoming,Grand Teton National Park,344.0,Parques nacionales
3700,West North Central,Wyoming,Teton Raptor Center,186.0,Áreas de naturaleza y vida silvestre
3701,West North Central,Wyoming,Jackson Hole Playhouse,517.0,Teatros
3702,West North Central,Wyoming,Grand Targhee Ski Resort,499.0,Áreas para esquiar y practicar snowboard
3703,West North Central,Wyoming,American Fossil,190.0,"Áreas de naturaleza y vida silvestre, Formaciones geológicas"
3704,West North Central,Wyoming,Hot Springs State Park,742.0,"Parques estatales, Fuentes termales y géiseres"
3705,West North Central,Wyoming,Midway Geyser Basin,599.0,Fuentes termales y géiseres
3706,West North Central,Wyoming,National Museum of Military Vehicles,92.0,"Museos militares, Museos especializados"
3707,West North Central,Wyoming,Heart Mountain Interpretive Center,299.0,Museos de historia
3708,West North Central,Wyoming,Museum of the Plains Indian,305.0,"Museos especializados, Museos de historia"
3709,West North Central,Wyoming,Antler Arches of Jackson,560.0,Monumentos y lugares de interés
3710,West North Central,Wyoming,Museum of the Mountain Man,263.0,Museos especializados
